DateTime,Label
20XX-11-01  12:00:00 AM,6.144329812356639
20XX-11-02  12:00:00 AM,5.775388084317811
20XX-11-03  12:00:00 AM,5.700911295249558
20XX-11-04  12:00:00 AM,5.698566510949284
20XX-11-05  12:00:00 AM,5.793020796400676
20XX-11-06  12:00:00 AM,5.7055489345613815
20XX-11-07  12:00:00 AM,5.1021488227482195
20XX-11-08  12:00:00 AM,4.737052547121088
20XX-11-09  12:00:00 AM,3.93007098782533
20XX-11-10  12:00:00 AM,4.47811790670019
20XX-11-11  12:00:00 AM,5.648367916292677
20XX-11-12  12:00:00 AM,5.304473123947491
20XX-11-13  12:00:00 AM,4.844640113456539
20XX-11-14  12:00:00 AM,4.336307594992733
20XX-11-15  12:00:00 AM,4.335501615321519
20XX-11-16  12:00:00 AM,4.44548052044862
20XX-11-17  12:00:00 AM,4.37195396942633
20XX-11-18  12:00:00 AM,3.9838159577676273
20XX-11-19  12:00:00 AM,4.856636260671871
20XX-11-20  12:00:00 AM,6.152291547770364
20XX-11-21  12:00:00 AM,5.998264847357007
20XX-11-22  12:00:00 AM,5.852250681722025
20XX-11-23  12:00:00 AM,5.050815613798506
20XX-11-24  12:00:00 AM,3.972060993416472
20XX-11-25  12:00:00 AM,3.8126193481192794
20XX-11-26  12:00:00 AM,4.404643654483266
20XX-11-27  12:00:00 AM,5.119245231065126
20XX-11-28  12:00:00 AM,6.4269028492362095
20XX-11-29  12:00:00 AM,5.203882947077692
20XX-11-30  12:00:00 AM,5.177807909573084
20XX-12-01  12:00:00 AM,6.329641203333213
20XX-12-02  12:00:00 AM,6.42370321514766
20XX-12-03  12:00:00 AM,5.620416668872619
20XX-12-04  12:00:00 AM,4.899312201984561
20XX-12-05  12:00:00 AM,4.953865815702181
20XX-12-06  12:00:00 AM,4.523343345544329
20XX-12-07  12:00:00 AM,4.804880760276959
20XX-12-08  12:00:00 AM,5.64651543210034
20XX-12-09  12:00:00 AM,5.1779718404245445
20XX-12-10  12:00:00 AM,4.129643896024142
20XX-12-11  12:00:00 AM,4.570369568426734
20XX-12-12  12:00:00 AM,5.132477681166765
20XX-12-13  12:00:00 AM,4.317756173222288
20XX-12-14  12:00:00 AM,3.9047132682362684
20XX-12-15  12:00:00 AM,3.9308578988853693
20XX-12-16  12:00:00 AM,3.555146497236056
20XX-12-17  12:00:00 AM,3.804987292288018
20XX-12-18  12:00:00 AM,3.4810864009549434
20XX-12-19  12:00:00 AM,3.505053178305935
20XX-12-20  12:00:00 AM,3.520503762506199
20XX-12-21  12:00:00 AM,2.9084852213926706
20XX-12-22  12:00:00 AM,3.013835150025589
20XX-12-23  12:00:00 AM,3.6800923084454826
20XX-12-24  12:00:00 AM,4.326811248207352
20XX-12-25  12:00:00 AM,4.278414885423771
20XX-12-26  12:00:00 AM,4.4462190929099075
20XX-12-27  12:00:00 AM,3.195361054193153
20XX-12-28  12:00:00 AM,3.0414438110442332
20XX-12-29  12:00:00 AM,4.271631019219182
20XX-12-30  12:00:00 AM,3.764690025602203
20XX-12-31  12:00:00 AM,3.5940846287435715
2022-01-01 0:00,3.7312649573086
2022-01-02 0:00,4.267326756120055
2022-01-03 0:00,5.030654734148335
2022-01-04 0:00,4.661613835115673
2022-01-05 0:00,4.4527855296540615
2022-01-06 0:00,4.739563680118987
2022-01-07 0:00,4.192451712041571
2022-01-08 0:00,4.618125105804605
2022-01-09 0:00,6.107235543814634
2022-01-10 0:00,6.006573059388939
2022-01-11 0:00,6.080830624792095
2022-01-12 0:00,5.929863389026338
2022-01-13 0:00,4.6840383883980214
2022-01-14 0:00,3.989795383274469
2022-01-15 0:00,4.6963762488882965
2022-01-16 0:00,4.841094451438395
2022-01-17 0:00,4.352160092193487
2022-01-18 0:00,4.646083232557171
2022-01-19 0:00,5.61339538252962
2022-01-20 0:00,5.506910722604512
2022-01-21 0:00,4.525976102415469
2022-01-22 0:00,3.69908171192629
2022-01-23 0:00,4.6623486868261415
2022-01-24 0:00,4.514164701282454
2022-01-25 0:00,4.035553995037374
2022-01-26 0:00,4.4330275223367375
2022-01-27 0:00,3.856755349632124
2022-01-28 0:00,3.475404520592574
2022-01-29 0:00,4.24296251381196
2022-01-30 0:00,4.891537383996669
2022-01-31 0:00,4.252355574691383
2022-02-01 0:00,3.9802614925792548
2022-02-02 0:00,3.7614991528214436
2022-02-03 0:00,3.6160255555034357
2022-02-04 0:00,3.748943696726581
2022-02-05 0:00,4.83314472856073
2022-02-06 0:00,5.0676268048351
2022-02-07 0:00,4.465383936310076
2022-02-08 0:00,4.3155671463423735
2022-02-09 0:00,4.508559430127209
2022-02-10 0:00,3.523616644800786
